"","Player","PS","GP","Min","FGM","FGA","X3M","X3A","FTM","FTA","OR","TR","AS","ST","TO","BK","PF","DQ","PTS","TC","EJ","FF","Sta","X...","OE","PER","AdjPER","Delta"
"165","g.vasquez (tor)","PG",79,1778,277,658,109,289,95,108,20,173,323,31,128,5,143,2,758,3,0,0,23,168,NA,14.2,14.4536112584544,0.253611258454445
"166","t.hansbrough (tor)","PF",64,981,93,196,0,2,126,185,120,287,17,28,47,19,132,0,312,5,0,0,4,-5,NA,14.2,14.4259806940184,0.225980694018354
"167","t.robinson (por)","PF",70,877,141,294,0,1,57,101,105,307,34,23,57,20,131,1,339,3,0,0,0,-87,NA,14.15,15.0049419432999,0.854941943299886
"168","b.diaw (sas)","PF",79,1974,302,580,45,112,68,92,74,325,222,44,121,32,140,0,717,0,0,0,24,317,NA,14.12,14.7689179357568,0.648917935756844
"169","j.smith (det)","SF",77,2733,517,1233,70,265,160,301,102,520,252,104,199,110,197,1,1264,10,0,0,76,-195,NA,14.1,14.4593094990033,0.359309499003293
"170","d.waiters (cle)","SG",70,2073,430,992,92,249,161,235,31,194,211,63,154,17,153,0,1113,2,0,0,24,-54,NA,14.1,14.4342295216672,0.334229521667151
"171","m.chalmers (mia)","PG",73,2182,254,560,87,226,121,163,41,214,357,119,162,16,210,0,716,4,0,0,73,306,NA,14.06,14.2544454795784,0.194445479578366
"172","e.brand (atl)","PF",73,1416,179,332,0,2,61,94,97,361,74,40,60,88,192,0,419,1,0,0,15,-60,NA,14.05,15.0325732851864,0.982573285186444
"173","o.asik (hou)","C",48,964,101,190,0,0,78,126,102,379,27,14,59,37,92,1,280,0,0,0,19,58,NA,14.05,14.9370800656369,0.887080065636933
"174","r.stuckey (det)","PG",73,1949,372,853,24,88,244,292,39,169,152,54,125,10,131,1,1012,4,0,0,5,-159,NA,14.04,14.4390612383981,0.399061238398151
"175","m.williams (uta)","PF",66,1673,231,526,84,234,57,73,82,334,78,54,53,31,151,3,603,0,0,0,50,-174,NA,14.04,14.2278195450233,0.187819545023304
"176","z.pachulia (mil)","C",53,1322,149,349,0,1,110,130,141,333,136,45,92,14,124,0,408,4,0,0,43,-181,NA,14.03,14.4993803873964,0.469380387396374
"177","l.sanders (mil)","C",23,586,76,162,0,1,26,55,60,165,19,18,26,40,74,3,178,5,0,0,20,-111,NA,14.02,14.2021150912321,0.182115091232085
"178","j.smith (nyk)","SG",74,2423,396,955,189,480,90,138,35,296,219,65,108,20,196,0,1071,2,0,0,37,-2,NA,14,13.8130333396863,0.186966660313654
"179","d.carroll (atl)","SF",73,2343,302,642,97,268,109,141,107,403,135,108,79,21,188,0,810,3,0,0,73,99,NA,13.96,15.0264966806965,1.06649668069655
"180","a.morrow (nop)","SG",76,1427,238,520,88,195,72,87,29,140,59,39,51,13,102,0,636,0,0,0,9,43,NA,13.96,14.1019883454071,0.141988345407142
"181","d.green (sas)","SG",69,1652,218,505,132,318,50,63,25,229,104,65,76,62,107,0,618,0,0,0,59,330,NA,13.9,14.6537725604383,0.753772560438261
"182","a.miller (den)","PG",58,988,106,231,11,21,60,77,28,130,197,34,61,9,75,1,283,1,0,0,2,47,NA,13.9,14.6815595316619,0.781559531661935
"183","a.miller (was)","PG",58,988,106,231,11,21,60,77,28,130,197,34,61,9,75,1,283,1,0,0,2,47,NA,13.9,14.6815595316619,0.781559531661935
"184","j.nelson (orl)","PG",68,2176,294,747,136,391,96,112,29,231,476,52,166,5,146,1,820,3,0,0,68,-273,NA,13.89,14.3592423954651,0.469242395465072
"185","e.ilyasova (mil)","SF",55,1479,237,579,37,131,107,130,107,342,72,46,61,8,135,1,618,0,0,0,47,-268,NA,13.85,14.4497229376673,0.599722937667339
"186","r.turiaf (min)","C",31,608,64,107,0,0,21,50,55,174,23,8,24,50,65,1,149,0,0,0,10,-23,NA,13.84,14.5443736004507,0.704373600450655
"187","j.mcroberts (cha)","PF",78,2365,247,566,105,291,62,85,85,373,334,58,83,46,189,0,661,3,0,0,78,37,NA,13.82,14.1407376364465,0.320737636446511
"188","c.lee (mem)","SG",79,1974,295,614,72,194,99,112,29,186,115,65,73,28,127,1,761,1,0,0,47,66,NA,13.8,13.7619743569058,0.0380256430942243
"189","s.marion (dal)","SF",76,2407,341,708,58,162,51,65,132,497,124,90,95,37,125,0,791,1,0,0,76,-134,NA,13.78,14.278673240757,0.498673240756965
"190","a.iguodala (gsw)","SG",63,2041,220,458,62,175,86,132,52,292,262,95,100,19,103,0,588,0,0,0,63,567,NA,13.71,14.4754092716913,0.765409271691325
"191","v.oladipo (orl)","SG",80,2486,392,936,74,226,248,318,43,329,327,129,256,37,210,0,1106,2,0,0,44,-266,NA,13.64,14.2190579934449,0.57905799344489
"192","j.butler (chi)","SG",67,2594,275,693,68,240,260,338,87,329,175,126,102,35,106,0,878,4,0,0,67,187,NA,13.57,13.8002531588674,0.230253158867386
"193","k.korver (atl)","SG",71,2413,289,609,185,392,87,94,22,282,208,69,102,24,147,0,850,0,0,0,71,211,NA,13.55,14.3252145351794,0.775214535179446
"194","r.hibbert (ind)","C",81,2406,331,754,2,5,207,269,202,538,91,29,148,181,269,4,871,4,0,0,81,363,NA,13.54,13.6276069026658,0.0876069026658328
"195","b.roberts (nop)","PG",72,1671,244,580,64,178,125,133,17,136,235,43,95,7,132,2,677,1,0,0,42,-137,NA,13.49,13.7664058404668,0.276405840466785
"196","j.lamb (okc)","SG",78,1543,263,609,88,247,51,64,27,189,115,56,60,26,143,1,665,0,0,0,0,214,NA,13.44,14.2384687007984,0.798468700798447
"197","g.hill (ind)","PG",76,2436,272,616,95,260,142,176,53,283,264,75,92,24,158,0,781,4,0,0,76,322,NA,13.42,13.6083417199581,0.188341719958126
"198","l.scola (ind)","PF",82,1398,263,560,1,7,99,136,85,390,81,26,108,16,164,0,626,1,0,0,2,2,NA,13.42,13.8342230297382,0.414223029738199
"199","j.jerebko (det)","PF",64,743,98,208,31,74,43,59,51,175,39,21,43,6,85,0,270,0,0,0,0,-87,NA,13.42,13.987664277747,0.567664277746973
"200","k.garnett (brk)","PF",54,1111,157,356,0,3,38,47,60,357,82,44,69,40,123,1,352,9,0,0,54,-29,NA,13.35,13.9992642542754,0.649264254275421
"201","b.biyombo (cha)","PF",77,1073,88,144,0,0,46,89,105,366,8,7,40,86,124,1,222,1,0,0,9,-46,NA,13.33,13.3957097917465,0.0657097917465048
"202","r.foye (den)","PG",81,2487,361,875,189,498,157,185,36,232,288,67,145,39,205,4,1068,0,0,0,78,-125,NA,13.31,14.4494844988951,1.13948449889506
"203","p.tucker (pho)","SG",81,2489,265,615,74,191,156,201,162,530,140,110,102,23,204,2,760,12,0,0,81,125,NA,13.31,13.9235293551298,0.613529355129772
"204","s.mack (atl)","PG",73,1494,209,501,62,184,64,74,21,160,271,50,90,2,100,1,544,0,0,0,11,-47,NA,13.28,14.2984054636988,1.01840546369879
"205","c.frye (pho)","PF",82,2316,336,778,160,432,78,95,73,416,98,60,89,63,245,1,910,2,0,0,82,298,NA,13.26,13.7408467614016,0.480846761401555
"206","a.aminu (nop)","SF",80,2044,234,494,13,48,91,137,130,497,114,82,88,37,147,1,572,0,0,0,65,-252,NA,13.19,13.4782702600861,0.288270260086108
"207","j.green (bos)","PF",82,2805,482,1171,135,396,283,356,54,380,138,57,165,47,180,1,1382,0,0,0,82,-352,NA,13.17,13.5803502533455,0.410350253345456
"208","g.davis (orl)","PF",68,1668,271,593,4,11,95,137,108,351,77,58,76,29,159,3,641,3,0,0,44,-165,NA,13.14,13.7363037848741,0.596303784874097
"209","g.davis (lac)","PF",68,1668,271,593,4,11,95,137,108,351,77,58,76,29,159,3,641,3,0,0,44,-165,NA,13.14,13.7363037848741,0.596303784874097
"210","g.henderson (cha)","SG",77,2461,403,930,40,115,235,309,31,310,198,51,113,32,159,0,1081,2,0,0,77,-70,NA,13.13,13.4984933541845,0.368493354184475
